"t","u","f"
3.66,0.1646441934249006,-3.3773117020080616
3.67,0.16853926662862492,-3.505226720175455
3.68,0.17156413720642644,-3.619308209864078
3.69,0.17370236517046342,-3.719105943553005
3.7,0.17494121960023626,-3.8042260651806132
3.71,0.175271733159875,-3.8743326445145234
3.72,0.17468873920788708,-3.929149002914756
3.73,0.17319088899893914,-3.96845880525791
3.74,0.17078065946106177,-3.9921069137130867
3.75,0.16746434616450603,-4.
3.7600000000000002,0.1632520384731915,-3.9921069137130862
3.77,0.15815757610433506,-3.968458805257911
3.7800000000000002,0.15219849757454007,-3.929149002914755
3.79,0.14539597242845387,-3.874332644514525
3.8000000000000003,0.13777471535495953,-3.8042260651806155
3.81,0.1293628862253678,-3.7191059435530076
3.8200000000000003,0.12019198132612038,-3.6193082098640748
3.83,0.11029670924311817,-3.5052267201754583
3.84,0.09971484980109625,-3.377311702008065
3.85,0.08848710403259172,-3.2360679774997876
3.86,0.07665693441289367,-3.082052971103165
3.87,0.06427039214877324,-2.9158745096856458
3.88,0.05137593094331126,-2.7381884237147553
3.89,0.03802421542964599,-2.5496959589947608
3.9,0.02426792058880719,-2.3511410091698957
3.91,0.01016152133821216,-2.143307179915991
3.92,-0.004238926345226296,-1.9270146964068668
3.93,-0.018876007636810237,-1.703117166260285
3.94,-0.033691177194516045,-1.4724982107387208
3.95,-0.04862499356775679,-1.2360679774997867
3.96,-0.06361735708255598,-0.9947595486594174
3.97,-0.07860774917881773,-0.7495252583428982
3.98,-0.09353547388311016,-0.501332934257218
3.99,-0.10833990062796073,-0.251162078117256
4.,-0.12296070718843785,-3.91886975727153e-15
4.01,-0.13733812089562966,0.25116207811724817
4.0200000000000005,-0.1514131575938186,0.5013329342572244
4.03,-0.16512785743642144,0.7495252583429044
4.04,-0.17842551826634206,0.9947595486594099
4.05,-0.19125092329408958,1.2360679774997791
4.0600000000000005,-0.20355056164458663,1.4724982107387135
4.07,-0.2152728431090687,1.7031171662602909
4.08,-0.2263683072611193,1.9270146964068602
4.09,-0.2367898229658709,2.1433071799159844
4.1,-0.24649277606772158,2.351141009169878
4.11,-0.2554352506119126,2.5496959589947656
4.12,-0.2635782000606904,2.7381884237147496
4.13,-0.2708856055092643,2.9158745096856404
4.14,-0.2773246190895322,3.082052971103151
4.15,-0.2828657005203983,3.2360679774997916
4.16,-0.28748273944896363,3.377311702008061
4.17,-0.29115316147956055,3.5052267201754543
4.18,-0.29385801953458,3.6193082098640716
4.19,-0.29558207642251444,3.71910594355301
4.2,-0.2963138706628757,3.8042260651806132
4.21,-0.29604576304001473,3.874332644514523
4.22,-0.2947739713492779,3.9291490029147536
4.23,-0.29249859289409863,3.968458805257912
4.24,-0.28922360926714463,3.9921069137130867
4.25,-0.28495687115531365,4.
4.26,-0.279710074221673,3.992106913713087
4.2700000000000005,-0.27349871971724893,3.9684588052579097
4.28,-0.2663420573318432,3.929149002914755
4.29,-0.25826301052820894,3.874332644514525
4.3,-0.2492880940998205,3.8042260651806155
4.3100000000000005,-0.23944731522697074,3.7191059435530023
4.32,-0.22877405741409892,3.619308209864075
4.33,-0.21730495305902306,3.5052267201754583
4.34,-0.20507974584902958,3.3773117020080656
4.3500000000000005,-0.19214113873922167,3.236067977499788
4.36,-0.17853462731825823,3.082052971103156
4.37,-0.16430832642766446,2.915874509685646
4.38,-0.14951278611856866,2.738188423714756
4.39,-0.13420079545719008,2.549695958994772
4.4,-0.11842717780904079,2.3511410091698846
4.41,-0.10224858052734426,2.1433071799159915
4.42,-0.08572325609748833,1.9270146964068673
4.43,-0.06891083517027244,1.7031171662602984
4.44,-0.05187209598031824,1.472498210738708
4.45,-0.03466872948008777,1.2360679774997871
4.46,-0.017363099886952844,0.9947595486594178
4.47,-0.000018002132263376935,0.7495252583429126
4.48,0.01730358151007761,0.5013329342572044
4.49,0.03453872577572566,0.2511620781172565
4.5,0.051624806640973235,4.408728476930472e-15
4.51,0.06849974502870534,-0.25116207811724767
4.5200000000000005,0.08510224806630036,-0.5013329342572239
4.53,0.10137204685900549,-0.749525258342904
4.54,0.11725013015995651,-0.9947595486594093
4.55,0.13267897468819173,-1.2360679774997787
4.5600000000000005,0.14760276886956658,-1.472498210738713
4.57,0.16196762811174303,-1.7031171662602904
4.58,0.17572180478363433,-1.9270146964068597
4.59,0.18881589029377238,-2.143307179915984
4.6000000000000005,0.20120300642811384,-2.3511410091699005
4.61,0.21283898536005105,-2.549695958994765
4.62,0.22368254307517288,-2.738188423714749
4.63,0.23369544019605087,-2.91587450968564
4.64,0.24284262774189036,-3.0820529711031504
4.65,0.25109238295364184,-3.236067977499791
4.66,0.25841643399919817,-3.3773117020080607
4.67,0.26479006810940986,-3.5052267201754543
4.68,0.2701922249702275,-3.619308209864071
4.69,0.2746055796279949,-3.71910594355301
4.7,0.2780166090699746,-3.804226065180613
4.71,0.2804156409474521,-3.874332644514523
4.72,0.28179689149930454,-3.929149002914753
4.73,0.2821584874944681,-3.968458805257912
4.74,0.28150246935447737,-3.9921069137130867
4.75,0.2798347826598289,-4.
4.76,0.27716525430483374,-3.992106913713087
4.7700000000000005,0.27350755013794176,-3.9684588052579097
4.78,0.26887912027200583,-3.929149002914755
4.79,0.2633011304695041,-3.874332644514525
4.8,0.25679837598199584,-3.804226065180616
4.8100000000000005,0.24939918199825784,-3.7191059435530027
4.82,0.2411352928926958,-3.619308209864075
4.83,0.2320417454696336,-3.5052267201754588
4.84,0.22215672837515865,-3.377311702008066
4.8500000000000005,0.21152143248174854,-3.2360679774997885
4.86,0.200179888179524,-3.0820529711031566
4.87,0.1881787893524657,-2.9158745096856467
4.88,0.17556730954196642,-2.738188423714756
4.89,0.16239690885924102,-2.5496959589947723
4.9,0.14872112949268104,-2.351141009169885
4.91,0.1345953839052595,-2.1433071799159915
4.92,0.12007673768835114,-1.9270146964068677
4.93,0.1052236843514547,-1.7031171662602989
4.94,0.09009591322444314,-1.4724982107387083
4.95,0.07475407534921623,-1.2360679774997876
4.96,0.05925954560379191,-0.9947595486594184
4.97,0.04367417919041263,-0.7495252583429131
4.98,0.02806006825627559,-0.5013329342572049
4.99,0.012479299531895463,-0.251162078117257
5.,-0.0030062912474641545,-4.898587196589413e-15
5.01,-0.018335363670824032,0.25116207811724717
5.0200000000000005,-0.03344731142880771,0.5013329342572234
5.03,-0.04828250070693678,0.7495252583429034
5.04,-0.06278250664365702,0.9947595486594089
5.05,-0.0768903407427493,1.2360679774997783
5.0600000000000005,-0.09055067345552131,1.4724982107387126
5.07,-0.10371005381990475,1.70311716626029
5.08,-0.11631711808343106,1.9270146964068593
5.09,-0.12832278880189313,2.1433071799159835
5.1000000000000005,-0.13968046908112305,2.3511410091699
5.11,-0.15034622547895388,2.549695958994754
5.12,-0.16027895698916017,2.7381884237147593
5.13,-0.16944055640999767,2.91587450968564
5.14,-0.17779606104087,3.082052971103141
5.15,-0.18531378614553745,3.236067977499799
5.16,-0.19196544753713202,3.3773117020080607
5.17,-0.19772627420167435,3.5052267201754472
5.18,-0.2025751021359116,3.619308209864077
5.19,-0.20649445403566688,3.7191059435530094
5.2,-0.209470609047778,3.804226065180613
5.21,-0.21149365408055748,3.8743326445145265
5.22,-0.21255751833875966,3.929149002914753
5.23,-0.21265999693943802,3.968458805257912
5.24,-0.21180275799801088,3.9921069137130853
5.25,-0.20999133144137364,4.
5.26,-0.2072350851740787,3.992106913713087
5.2700000000000005,-0.203547187519476,3.9684588052579115
5.28,-0.19894455114484674,3.9291490029147527
5.29,-0.19344776278046383,3.8743326445145256
5.3,-0.1870810017047474,3.8042260651806203
5.3100000000000005,-0.1798719411022311,3.719105943553008
5.32,-0.17185163440701798,3.6193082098640756
5.33,-0.16305439192504403,3.5052267201754588
5.34,-0.15351764320422365,3.3773117020080585
5.3500000000000005,-0.14328178479691117,3.23606797749978
5.36,-0.13239001882240192,3.0820529711031566
5.37,-0.1208881809631003,2.9158745096856564
5.38,-0.10882455575052861,2.7381884237147562
5.39,-0.09624968265286679,2.5496959589947727
5.4,-0.08321615530041535,2.351141009169897
5.41,-0.06977841122480234,2.14330717991598
5.42,-0.0559925127156681,1.9270146964068682
5.43,-0.04191592380731739,1.7031171662603122
5.44,-0.02760728190502733,1.4724982107386957
5.45,-0.013126161931264771,1.236067977499788
5.46,0.0014671615696716482,0.9947595486594326
5.47,0.016111953104007745,0.7495252583428996
5.48,0.03074725969210835,0.5013329342572054
5.49,0.04531215538989976,0.25116207811725744
5.5,0.059745982341508734,1.9599300631450357e-14
5.51,0.07398859272513081,-0.2511620781172467
5.5200000000000005,0.0879805909360153,-0.5013329342572229
5.53,0.1016635691282932,-0.749525258342889
5.54,0.11498033895335735,-0.9947595486594222
5.55,0.12787516214534084,-1.2360679774997778
5.5600000000000005,0.1402939727818974,-1.4724982107387121
5.57,0.15218459083638863,-1.7031171662603024
5.58,0.16349693222179795,-1.9270146964068589
5.59,0.1741832101846788,-2.143307179915971
5.6000000000000005,0.18419812356054804,-2.351141009169888
5.61,0.19349903834805088,-2.5496959589947643
5.62,0.20204616130599692,-2.7381884237147487
5.63,0.20980269606487112,-2.9158745096856493
5.64,0.2167349886081697,-3.08205297110315
5.65,0.22281266757323656,-3.2360679774997907
5.66,0.22800876535885034,-3.3773117020080528
5.67,0.23229982308015049,-3.505226720175454
5.68,0.23566598552667775,-3.6193082098640708
5.69,0.2380910861490935,-3.719105943553004
5.7,0.23956270975075908,-3.804226065180617
5.71,0.24007224060856402,-3.8743326445145225
5.72,0.23961490178127332,-3.9291490029147504
5.73,0.23818977670989644,-3.9684588052579137
5.74,0.23579981371177336,-3.9921069137130862
5.75,0.2324518135469526,-4.
5.76,0.228156406588847,-3.9921069137130862
5.7700000000000005,0.22292801020415381,-3.9684588052579097
5.78,0.2167847754960134,-3.9291490029147553
5.79,0.20974851787452511,-3.874332644514529
5.8,0.2018446316186553,-3.804226065180616
5.8100000000000005,0.19310198895988268,-3.719105943553003
5.82,0.18355282959459468,-3.619308209864082
5.83,0.1732326333852452,-3.5052267201754526
5.84,0.16217998223691604,-3.3773117020080665
5.8500000000000005,0.15043640973598585,-3.236067977499789
5.86,0.1380462376744474,-3.082052971103148
5.87,0.1250564009325731,-2.915874509685647
5.88,0.11151626474210613,-2.7381884237147673
5.89,0.09747743003473482,-2.549695958994762
5.9,0.08299353044569863,-2.3511410091698854
5.91,0.0681200222715231,-2.1433071799159924
5.92,0.05291396611148724,-1.9270146964068562
5.93,0.037433801145602345,-1.7031171662602997
5.94,0.021739116304330355,-1.4724982107387092
5.95,0.005890415484386083,-1.236067977499802
5.96,-0.01005112138653749,-0.9947595486594193
5.97,-0.02602387881829925,-0.7495252583429141
5.98,-0.04196604871299132,-0.5013329342572199
5.99,-0.057815874276289515,-0.2511620781172438
6.,-0.07351189300155644,-5.878304635907295e-15
